task_id,image_path,image_name,original_width,original_height,pupil_center_x,pupil_center_y,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,synthetic_quality
217,clean/1543560733023d5adc65c7c4e2736445d066d7d254b0258ca6b4e0f2027f1348_right.png,1543560733023d5adc65c7c4e2736445d066d7d254b0258ca6b4e0f2027f1348_right.png,128,96,62,47,54,38,71,56,17,18,good_for_synthetic
218,clean/1565a797eb6a0b0c4687dec5ec5dcfdbe127b47915b241e41a08424db3d900d5_right.png,1565a797eb6a0b0c4687dec5ec5dcfdbe127b47915b241e41a08424db3d900d5_right.png,128,96,67,48,62,44,72,54,10,10,good_for_synthetic
219,clean/15815be0c42b501375fe98672bf3f57a7c52e88643022ecede4ff5c0b9226701_left.png,15815be0c42b501375fe98672bf3f57a7c52e88643022ecede4ff5c0b9226701_left.png,128,96,65,46,57,39,73,54,16,14,good_for_synthetic
220,clean/15815be0c42b501375fe98672bf3f57a7c52e88643022ecede4ff5c0b9226701_right.png,15815be0c42b501375fe98672bf3f57a7c52e88643022ecede4ff5c0b9226701_right.png,128,96,63,48,57,41,71,54,14,14,good_for_synthetic
221,clean/158fac8b6e265432f2d177cf2cf6d964abc69185d3a39798da8f0ba67bfcbff6_left.png,158fac8b6e265432f2d177cf2cf6d964abc69185d3a39798da8f0ba67bfcbff6_left.png,128,96,46,50,39,43,53,56,14,13,good_for_synthetic
222,clean/158fac8b6e265432f2d177cf2cf6d964abc69185d3a39798da8f0ba67bfcbff6_right.png,158fac8b6e265432f2d177cf2cf6d964abc69185d3a39798da8f0ba67bfcbff6_right.png,128,96,62,44,56,38,67,50,11,12,good_for_synthetic
223,clean/15d9f7442910c437f23353961bb5d60fa31d19f01fcb5ffef98e6f6ed2b92079_left.png,15d9f7442910c437f23353961bb5d60fa31d19f01fcb5ffef98e6f6ed2b92079_left.png,128,96,65,46,57,40,72,53,14,12,good_for_synthetic
224,clean/15d9f7442910c437f23353961bb5d60fa31d19f01fcb5ffef98e6f6ed2b92079_right.png,15d9f7442910c437f23353961bb5d60fa31d19f01fcb5ffef98e6f6ed2b92079_right.png,128,96,66,48,61,42,71,53,10,11,good_for_synthetic
225,clean/1607acf9a1d34e3cd60c37f10ce6ab99188b35725181bdb0ceeb29829182abb2_left.png,1607acf9a1d34e3cd60c37f10ce6ab99188b35725181bdb0ceeb29829182abb2_left.png,128,96,57,42,49,35,66,48,16,13,good_for_synthetic
226,clean/1607acf9a1d34e3cd60c37f10ce6ab99188b35725181bdb0ceeb29829182abb2_right.png,1607acf9a1d34e3cd60c37f10ce6ab99188b35725181bdb0ceeb29829182abb2_right.png,128,96,56,42,49,37,62,46,13,9,good_for_synthetic
227,clean/16122c61969b62e50d1a3343ce0a8464fa27fbfcf751e557a69c6e10a3a044fb_left.png,16122c61969b62e50d1a3343ce0a8464fa27fbfcf751e557a69c6e10a3a044fb_left.png,128,96,68,52,58,43,77,61,19,17,good_for_synthetic
228,clean/16122c61969b62e50d1a3343ce0a8464fa27fbfcf751e557a69c6e10a3a044fb_right.png,16122c61969b62e50d1a3343ce0a8464fa27fbfcf751e557a69c6e10a3a044fb_right.png,128,96,66,56,56,48,75,66,18,18,good_for_synthetic
229,clean/166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_left.png,166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_left.png,128,96,62,46,54,37,72,56,18,19,good_for_synthetic
230,clean/166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_right.png,166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_right.png,128,96,67,51,58,43,77,59,19,16,good_for_synthetic
231,clean/166e8083806407cf9200e76c4064c6dced95c9f2e95a9bd7d044be955c4b2ee4_right.png,166e8083806407cf9200e76c4064c6dced95c9f2e95a9bd7d044be955c4b2ee4_right.png,128,96,61,52,56,48,65,57,10,9,good_for_synthetic
232,clean/168691331d700ce9f90ed7e5c0dc85257b4e2bf7cb76642e9a54f75919bfe35e_left.png,168691331d700ce9f90ed7e5c0dc85257b4e2bf7cb76642e9a54f75919bfe35e_left.png,128,96,83,45,77,40,89,50,12,10,good_for_synthetic
233,clean/16c0103d2ba1a82b37f4e7aa5b6f70918d8aebb9cbfbe704897456b1e0774c47_right.png,16c0103d2ba1a82b37f4e7aa5b6f70918d8aebb9cbfbe704897456b1e0774c47_right.png,128,96,67,50,58,42,77,57,19,15,good_for_synthetic
234,clean/16c0142159f68a09f8f71e47b180e0cbd7be64c5eb124b28d165fb328d4a431b_left.png,16c0142159f68a09f8f71e47b180e0cbd7be64c5eb124b28d165fb328d4a431b_left.png,128,96,65,47,58,39,74,54,16,16,good_for_synthetic
235,clean/16c0142159f68a09f8f71e47b180e0cbd7be64c5eb124b28d165fb328d4a431b_right.png,16c0142159f68a09f8f71e47b180e0cbd7be64c5eb124b28d165fb328d4a431b_right.png,128,96,60,49,54,42,66,53,12,12,good_for_synthetic
236,clean/16c444c2608daf14758e6a633f25af452783a3ac93b9248481ed1304023b8528_left.png,16c444c2608daf14758e6a633f25af452783a3ac93b9248481ed1304023b8528_left.png,128,96,77,46,70,40,83,51,13,12,good_for_synthetic
237,clean/16c444c2608daf14758e6a633f25af452783a3ac93b9248481ed1304023b8528_right.png,16c444c2608daf14758e6a633f25af452783a3ac93b9248481ed1304023b8528_right.png,128,96,72,52,67,47,78,57,11,10,good_for_synthetic
238,clean/16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_left.png,16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_left.png,128,96,69,50,62,44,75,57,12,13,bad_for_synthetic
239,clean/16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_right.png,16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_right.png,128,96,68,52,61,46,74,59,13,13,good_for_synthetic
240,clean/1760601ff64b493908c0871535ac41e5657ee5388c725f5c1fb5052041843438_left.png,1760601ff64b493908c0871535ac41e5657ee5388c725f5c1fb5052041843438_left.png,128,96,75,44,68,38,82,50,13,13,good_for_synthetic
241,clean/1760601ff64b493908c0871535ac41e5657ee5388c725f5c1fb5052041843438_right.png,1760601ff64b493908c0871535ac41e5657ee5388c725f5c1fb5052041843438_right.png,128,96,71,50,65,45,77,55,11,10,good_for_synthetic
242,clean/17cf47c2784ae21092d4ff8cba1231181ec7bcfdf6d6194440bcd86776f0e675_left.png,17cf47c2784ae21092d4ff8cba1231181ec7bcfdf6d6194440bcd86776f0e675_left.png,128,96,69,47,64,41,75,53,11,12,good_for_synthetic
243,clean/17cf47c2784ae21092d4ff8cba1231181ec7bcfdf6d6194440bcd86776f0e675_right.png,17cf47c2784ae21092d4ff8cba1231181ec7bcfdf6d6194440bcd86776f0e675_right.png,128,96,71,55,64,49,78,63,14,13,good_for_synthetic
244,clean/17e1a66997aae7260c294fae1ab23012d6471f9cbb051fe40008cee6e89520b2_right.png,17e1a66997aae7260c294fae1ab23012d6471f9cbb051fe40008cee6e89520b2_right.png,128,96,62,52,57,47,68,58,11,11,good_for_synthetic
245,clean/18186bed36f5d574c3cee089d9187dd7d89b9cb7af41ed4d08bdad8b6381f6ba_left.png,18186bed36f5d574c3cee089d9187dd7d89b9cb7af41ed4d08bdad8b6381f6ba_left.png,128,96,64,51,57,46,72,58,16,12,good_for_synthetic
246,clean/18186bed36f5d574c3cee089d9187dd7d89b9cb7af41ed4d08bdad8b6381f6ba_right.png,18186bed36f5d574c3cee089d9187dd7d89b9cb7af41ed4d08bdad8b6381f6ba_right.png,128,96,67,50,61,45,74,55,13,10,good_for_synthetic
247,clean/181a2a2c5f1083098c7c72910de8a9d72fb777271512d2fdccf673e09114e65d_left.png,181a2a2c5f1083098c7c72910de8a9d72fb777271512d2fdccf673e09114e65d_left.png,128,96,60,48,55,43,66,53,11,10,good_for_synthetic
248,clean/181a2a2c5f1083098c7c72910de8a9d72fb777271512d2fdccf673e09114e65d_right.png,181a2a2c5f1083098c7c72910de8a9d72fb777271512d2fdccf673e09114e65d_right.png,128,96,71,51,66,47,76,57,10,9,good_for_synthetic
249,clean/18262a77f03652e32d30d532065c1ed97e387a780f6d94e5cd559b6c62f5e721_left.png,18262a77f03652e32d30d532065c1ed97e387a780f6d94e5cd559b6c62f5e721_left.png,128,96,64,46,56,39,72,53,16,14,good_for_synthetic
250,clean/18262a77f03652e32d30d532065c1ed97e387a780f6d94e5cd559b6c62f5e721_right.png,18262a77f03652e32d30d532065c1ed97e387a780f6d94e5cd559b6c62f5e721_right.png,128,96,67,48,60,41,73,54,13,13,good_for_synthetic
251,clean/18ad795f60a22703ea4e7c6273e3872d40fc13de85cf84f8d52cb94c77963fa5_left.png,18ad795f60a22703ea4e7c6273e3872d40fc13de85cf84f8d52cb94c77963fa5_left.png,128,96,68,54,62,46,75,61,13,14,good_for_synthetic
252,clean/18ad795f60a22703ea4e7c6273e3872d40fc13de85cf84f8d52cb94c77963fa5_right.png,18ad795f60a22703ea4e7c6273e3872d40fc13de85cf84f8d52cb94c77963fa5_right.png,128,96,69,51,62,46,75,57,12,10,good_for_synthetic
253,clean/18f25bbbf8b734ba7ee6a8652adcce5014dcbf8caa2daa0e7f7838237ab45d91_left.png,18f25bbbf8b734ba7ee6a8652adcce5014dcbf8caa2daa0e7f7838237ab45d91_left.png,128,96,67,54,61,49,72,59,11,10,good_for_synthetic
254,clean/18f25bbbf8b734ba7ee6a8652adcce5014dcbf8caa2daa0e7f7838237ab45d91_right.png,18f25bbbf8b734ba7ee6a8652adcce5014dcbf8caa2daa0e7f7838237ab45d91_right.png,128,96,60,48,54,42,67,54,12,12,good_for_synthetic
255,clean/1909251e70e795192d6e462ae5b60cda7c9651add68cdd07a3a8ee0796987e05_right.png,1909251e70e795192d6e462ae5b60cda7c9651add68cdd07a3a8ee0796987e05_right.png,128,96,67,53,58,41,78,64,21,23,good_for_synthetic
256,clean/199d1fb0bb3cb9c39a128adcd490b44cb91e6acd95e0d3a61d934e433be324ae_left.png,199d1fb0bb3cb9c39a128adcd490b44cb91e6acd95e0d3a61d934e433be324ae_left.png,128,96,75,55,69,48,80,59,11,12,bad_for_synthetic
257,clean/199d1fb0bb3cb9c39a128adcd490b44cb91e6acd95e0d3a61d934e433be324ae_right.png,199d1fb0bb3cb9c39a128adcd490b44cb91e6acd95e0d3a61d934e433be324ae_right.png,128,96,72,50,67,44,78,57,10,13,bad_for_synthetic
258,clean/19cdd56e7999f364413da7f2ec634138237f884771692812f4f839231acec8a9_left.png,19cdd56e7999f364413da7f2ec634138237f884771692812f4f839231acec8a9_left.png,128,96,66,51,59,46,73,57,14,12,good_for_synthetic
259,clean/19cdd56e7999f364413da7f2ec634138237f884771692812f4f839231acec8a9_right.png,19cdd56e7999f364413da7f2ec634138237f884771692812f4f839231acec8a9_right.png,128,96,63,49,56,43,69,56,14,13,good_for_synthetic
260,clean/19f86e57bc865f166a5407a129b359095405b3a7c43382a4cf9f6fd775c2a147_right.png,19f86e57bc865f166a5407a129b359095405b3a7c43382a4cf9f6fd775c2a147_right.png,128,96,60,52,52,46,69,59,17,13,good_for_synthetic
261,clean/1a02b5781955536e881e3a2b303154a10e727499414d97ae2152ee5c42286075_left.png,1a02b5781955536e881e3a2b303154a10e727499414d97ae2152ee5c42286075_left.png,128,96,63,54,59,47,68,61,9,14,good_for_synthetic
262,clean/1a02b5781955536e881e3a2b303154a10e727499414d97ae2152ee5c42286075_right.png,1a02b5781955536e881e3a2b303154a10e727499414d97ae2152ee5c42286075_right.png,128,96,65,54,58,47,73,62,15,15,good_for_synthetic
263,clean/1a068ab634865b6b13f85614b1abbbc9c11939ce8065bfeebf795a5753daee7c_left.png,1a068ab634865b6b13f85614b1abbbc9c11939ce8065bfeebf795a5753daee7c_left.png,128,96,63,50,57,44,70,56,14,12,good_for_synthetic
264,clean/1a068ab634865b6b13f85614b1abbbc9c11939ce8065bfeebf795a5753daee7c_right.png,1a068ab634865b6b13f85614b1abbbc9c11939ce8065bfeebf795a5753daee7c_right.png,128,96,63,48,56,43,70,53,14,10,good_for_synthetic
265,clean/1a518a1e39884014ef1105f8f37a04def9dcb378fcc5542dacc07511a5c728d9_left.png,1a518a1e39884014ef1105f8f37a04def9dcb378fcc5542dacc07511a5c728d9_left.png,128,96,67,51,60,45,73,58,13,13,good_for_synthetic
266,clean/1a6a2a201df2a821cc01969400fcf5836b6256cc1c0baaf83a436e3b2deb6383_left.png,1a6a2a201df2a821cc01969400fcf5836b6256cc1c0baaf83a436e3b2deb6383_left.png,128,96,64,49,58,43,70,55,12,11,good_for_synthetic
267,clean/1a6a2a201df2a821cc01969400fcf5836b6256cc1c0baaf83a436e3b2deb6383_right.png,1a6a2a201df2a821cc01969400fcf5836b6256cc1c0baaf83a436e3b2deb6383_right.png,128,96,68,46,60,41,75,50,15,9,good_for_synthetic
268,clean/1a85e7ae5fa34f1bc450a572bafc41817f6fe2f723ed470714d2fcbf02788196_left.png,1a85e7ae5fa34f1bc450a572bafc41817f6fe2f723ed470714d2fcbf02788196_left.png,128,96,67,50,62,45,72,57,11,12,good_for_synthetic
269,clean/1aecf4dc4b55d58e332647818bb3eadf7bf751edecfb58dd764195a1efef2e45_left.png,1aecf4dc4b55d58e332647818bb3eadf7bf751edecfb58dd764195a1efef2e45_left.png,128,96,71,50,64,46,76,56,11,10,good_for_synthetic
270,clean/1aecf4dc4b55d58e332647818bb3eadf7bf751edecfb58dd764195a1efef2e45_right.png,1aecf4dc4b55d58e332647818bb3eadf7bf751edecfb58dd764195a1efef2e45_right.png,128,96,77,45,71,38,82,51,12,13,good_for_synthetic
271,clean/1aef6ba359a8a459a6237ff69b9708991a760556142340855216cedbf268cbc1_right.png,1aef6ba359a8a459a6237ff69b9708991a760556142340855216cedbf268cbc1_right.png,128,96,67,43,59,36,74,52,15,16,good_for_synthetic
272,clean/1afeb3ee651fdb5d9a10b0cedaf3f23283561897340357132c9b85fe9047a71a_right.png,1afeb3ee651fdb5d9a10b0cedaf3f23283561897340357132c9b85fe9047a71a_right.png,128,96,65,52,58,46,71,59,14,14,good_for_synthetic
273,clean/1b08a2158f6891bb4c4a71da3570182c618783aff76e2ca2af97d304556b0347_right.png,1b08a2158f6891bb4c4a71da3570182c618783aff76e2ca2af97d304556b0347_right.png,128,96,69,51,60,47,74,55,14,8,good_for_synthetic
274,clean/1b15684621cdb087f851351312e093ec70778087cce799d1d376178f0cc0ee9c_left.png,1b15684621cdb087f851351312e093ec70778087cce799d1d376178f0cc0ee9c_left.png,128,96,60,44,52,36,67,52,15,16,good_for_synthetic
275,clean/1b18c274564ebdd1faf7e6c45a811e7fd35a599d51e627c597edb39c0bee1fce_left.png,1b18c274564ebdd1faf7e6c45a811e7fd35a599d51e627c597edb39c0bee1fce_left.png,128,96,62,50,55,42,71,58,16,16,good_for_synthetic
276,clean/1b18c274564ebdd1faf7e6c45a811e7fd35a599d51e627c597edb39c0bee1fce_right.png,1b18c274564ebdd1faf7e6c45a811e7fd35a599d51e627c597edb39c0bee1fce_right.png,128,96,63,49,55,42,70,55,14,13,good_for_synthetic
277,clean/1b40cf61dad4518a23c96327d166d1d3a120fef95d8ee54cb951de0be59a8483_left.png,1b40cf61dad4518a23c96327d166d1d3a120fef95d8ee54cb951de0be59a8483_left.png,128,96,73,46,67,41,79,53,12,12,good_for_synthetic
278,clean/1b40cf61dad4518a23c96327d166d1d3a120fef95d8ee54cb951de0be59a8483_right.png,1b40cf61dad4518a23c96327d166d1d3a120fef95d8ee54cb951de0be59a8483_right.png,128,96,76,45,71,41,81,49,10,8,good_for_synthetic
279,clean/1b47640f8221897e03d223716a0131d1d2346e1763341e7a2e5f70463e173562_left.png,1b47640f8221897e03d223716a0131d1d2346e1763341e7a2e5f70463e173562_left.png,128,96,71,50,64,45,78,55,14,10,good_for_synthetic
280,clean/1b47640f8221897e03d223716a0131d1d2346e1763341e7a2e5f70463e173562_right.png,1b47640f8221897e03d223716a0131d1d2346e1763341e7a2e5f70463e173562_right.png,128,96,70,49,62,41,78,57,16,16,good_for_synthetic
281,clean/1ba576792e639b6d512a0681bbace7c4fd9a9339b9aa98755ba68301dad75754_left.png,1ba576792e639b6d512a0681bbace7c4fd9a9339b9aa98755ba68301dad75754_left.png,128,96,67,47,60,40,74,54,14,14,good_for_synthetic
282,clean/1ba576792e639b6d512a0681bbace7c4fd9a9339b9aa98755ba68301dad75754_right.png,1ba576792e639b6d512a0681bbace7c4fd9a9339b9aa98755ba68301dad75754_right.png,128,96,64,53,59,47,69,59,10,12,good_for_synthetic
283,clean/1be5ac3c3eaefe093033201c27f8dab42fa6a959e7735087582de35836a65aba_left.png,1be5ac3c3eaefe093033201c27f8dab42fa6a959e7735087582de35836a65aba_left.png,128,96,62,46,53,38,73,55,19,17,good_for_synthetic
284,clean/1be5ac3c3eaefe093033201c27f8dab42fa6a959e7735087582de35836a65aba_right.png,1be5ac3c3eaefe093033201c27f8dab42fa6a959e7735087582de35836a65aba_right.png,128,96,61,44,53,38,69,52,15,14,good_for_synthetic
285,clean/1c26b8fd344b8f1b7f927bd5174f39ae0b4d509ba1a381181c11e191449906fa_left.png,1c26b8fd344b8f1b7f927bd5174f39ae0b4d509ba1a381181c11e191449906fa_left.png,128,96,68,52,60,44,75,59,14,14,good_for_synthetic
286,clean/1c26b8fd344b8f1b7f927bd5174f39ae0b4d509ba1a381181c11e191449906fa_right.png,1c26b8fd344b8f1b7f927bd5174f39ae0b4d509ba1a381181c11e191449906fa_right.png,128,96,72,50,62,42,81,58,19,16,good_for_synthetic
287,clean/1c7d43c8d1df4b6c054ffe7ab0060fa9c636af0fe93d3ff712032eb795366ea2_left.png,1c7d43c8d1df4b6c054ffe7ab0060fa9c636af0fe93d3ff712032eb795366ea2_left.png,128,96,66,51,60,44,73,58,13,14,good_for_synthetic
288,clean/1c7febc81fe742f1afe39ec9b7cbfcc95a020d6c690403a9b04e3154164815ba_left.png,1c7febc81fe742f1afe39ec9b7cbfcc95a020d6c690403a9b04e3154164815ba_left.png,128,96,67,47,62,41,72,52,10,10,good_for_synthetic
289,clean/1c7febc81fe742f1afe39ec9b7cbfcc95a020d6c690403a9b04e3154164815ba_right.png,1c7febc81fe742f1afe39ec9b7cbfcc95a020d6c690403a9b04e3154164815ba_right.png,128,96,68,46,63,41,72,50,9,9,good_for_synthetic
290,clean/1cd1ab4c116ae9a333a5a4582b4b57b9c8f26d5955cd53e9fa201cb7e334e7c7_left.png,1cd1ab4c116ae9a333a5a4582b4b57b9c8f26d5955cd53e9fa201cb7e334e7c7_left.png,128,96,68,45,62,40,73,52,12,12,good_for_synthetic
291,clean/1cd1ab4c116ae9a333a5a4582b4b57b9c8f26d5955cd53e9fa201cb7e334e7c7_right.png,1cd1ab4c116ae9a333a5a4582b4b57b9c8f26d5955cd53e9fa201cb7e334e7c7_right.png,128,96,64,47,57,42,70,54,13,12,good_for_synthetic
292,clean/1cf709c1170339cf8072bdf24a6a0187b97efb5b10105eaed83ae9d81edb0732_right.png,1cf709c1170339cf8072bdf24a6a0187b97efb5b10105eaed83ae9d81edb0732_right.png,128,96,65,50,60,45,71,55,12,10,good_for_synthetic
293,clean/1d0d17e6db9f11e63f4a41d0de8a5aad039c79eb26fd05305a81ff08677801fa_left.png,1d0d17e6db9f11e63f4a41d0de8a5aad039c79eb26fd05305a81ff08677801fa_left.png,128,96,65,54,59,47,72,59,13,12,good_for_synthetic
294,clean/1d0d17e6db9f11e63f4a41d0de8a5aad039c79eb26fd05305a81ff08677801fa_right.png,1d0d17e6db9f11e63f4a41d0de8a5aad039c79eb26fd05305a81ff08677801fa_right.png,128,96,64,53,57,45,70,59,14,15,good_for_synthetic
295,clean/1d2be723dbd2483248786d7c5dccf3473eb8a69e7e9c52a2ee53c447716c9661_left.png,1d2be723dbd2483248786d7c5dccf3473eb8a69e7e9c52a2ee53c447716c9661_left.png,128,96,65,47,60,42,70,53,11,11,good_for_synthetic
296,clean/1d2be723dbd2483248786d7c5dccf3473eb8a69e7e9c52a2ee53c447716c9661_right.png,1d2be723dbd2483248786d7c5dccf3473eb8a69e7e9c52a2ee53c447716c9661_right.png,128,96,62,52,56,45,69,59,13,14,good_for_synthetic
297,clean/1d93f3381bdbda34e0c05ea724fa1cf189b25c9ee8f762ecb5c028f961166ec4_left.png,1d93f3381bdbda34e0c05ea724fa1cf189b25c9ee8f762ecb5c028f961166ec4_left.png,128,96,64,50,58,45,69,56,10,11,good_for_synthetic
298,clean/1d93f3381bdbda34e0c05ea724fa1cf189b25c9ee8f762ecb5c028f961166ec4_right.png,1d93f3381bdbda34e0c05ea724fa1cf189b25c9ee8f762ecb5c028f961166ec4_right.png,128,96,68,54,62,48,74,60,12,12,good_for_synthetic
299,clean/1d9868fef859af2a87c875b6563527acebfe23cf1f784419c0980b88f1b26a92_left.png,1d9868fef859af2a87c875b6563527acebfe23cf1f784419c0980b88f1b26a92_left.png,128,96,64,50,58,44,69,56,12,12,good_for_synthetic
300,clean/1d9868fef859af2a87c875b6563527acebfe23cf1f784419c0980b88f1b26a92_right.png,1d9868fef859af2a87c875b6563527acebfe23cf1f784419c0980b88f1b26a92_right.png,128,96,61,47,55,42,68,55,13,13,good_for_synthetic
